congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
23,President,99875,99,0,USA,555,0,0,"JACKSON, Andrew",J000005,1767.0,1845.0,-0.25,-0.098,-5.31445,0.702,15,5,,,
23,Senate,5275,41,0,AL,555,0,3,"KING, William Rufus de Vane",K000217,1786.0,1853.0,-0.373,-0.088,-47.29848,0.78,190,26,,-0.388,-0.205
23,Senate,6632,41,0,AL,1275,0,3,"MOORE, Gabriel",M000898,1785.0,1845.0,-0.108,-0.157,-95.21337,0.539,154,47,,-0.043,-0.164
23,Senate,8670,1,0,CT,1275,0,3,"SMITH, Nathan",S000594,1770.0,1835.0,0.45,-0.017,-33.13012,0.843,194,14,,0.44,0.035
23,Senate,9411,1,0,CT,1275,0,3,"TOMLINSON, Gideon",T000300,1780.0,1854.0,0.384,0.064,-35.69658,0.839,204,15,,0.4,0.24
23,Senate,1822,11,0,DE,1275,0,3,"CLAYTON, John Middleton",C000496,1796.0,1856.0,0.395,0.883,-31.69504,0.813,153,15,,0.606,0.795
23,Senate,6846,11,0,DE,1275,0,3,"NAUDAIN, Arnold",N000010,1790.0,1872.0,0.606,0.337,-21.94905,0.889,186,6,,0.612,0.444
23,Senate,2284,44,0,GA,555,2,3,"CUTHBERT, Alfred",C001023,1785.0,1856.0,-0.338,0.002,-22.65713,0.713,67,12,,-0.345,-0.512
23,Senate,3287,44,0,GA,555,1,3,"FORSYTH, John",F000284,1780.0,1841.0,-0.313,-0.116,-25.69696,0.767,97,12,,-0.692,-0.722
23,Senate,5266,44,0,GA,555,2,3,"KING, John Pendleton",K000207,1799.0,1888.0,-0.274,-0.76,-66.17906,0.701,186,31,,-0.357,-0.898
23,Senate,9482,44,0,GA,555,1,3,"TROUP, George Michael",T000382,1780.0,1856.0,-0.238,-0.192,,,,,,,
23,Senate,5093,21,0,IL,555,0,3,"KANE, Elias Kent",K000006,1794.0,1835.0,-0.359,0.552,-43.95518,0.788,184,18,,-0.369,0.394
23,Senate,7983,21,0,IL,555,0,3,"ROBINSON, John McCracken",R000344,1794.0,1843.0,-0.67,0.742,-81.10825,0.644,184,33,,-0.274,0.463
23,Senate,4320,22,0,IN,1275,0,3,"HENDRICKS, William",H000494,1782.0,1850.0,0.001,1.0,-79.56259,0.664,194,46,,0.001,0.872
