congress,chamber,rollnumber,icpsr,cast_code,prob
31,Senate,1,277,6,9.9
31,Senate,1,330,1,9.2
31,Senate,1,391,6,99.9
31,Senate,1,606,6,83.0
31,Senate,1,658,6,48.8
31,Senate,1,669,6,67.3
31,Senate,1,865,1,83.1
31,Senate,1,946,6,71.1
31,Senate,1,1038,1,83.5
31,Senate,1,1334,1,95.2
31,Senate,1,1418,1,18.0
31,Senate,1,1582,1,53.5
31,Senate,1,1672,6,100.0
31,Senate,1,1796,6,99.8
31,Senate,1,1810,9,98.8
31,Senate,1,2048,6,99.4
31,Senate,1,2078,6,99.5
31,Senate,1,2393,1,98.4
31,Senate,1,2394,6,99.8
31,Senate,1,2431,6,34.5
31,Senate,1,2441,6,99.7
31,Senate,1,2569,1,81.8
31,Senate,1,2640,1,59.9
31,Senate,1,2642,9,12.7
31,Senate,1,2692,6,64.9
31,Senate,1,2708,1,86.6
31,Senate,1,3093,6,72.4
31,Senate,1,3192,1,99.5
31,Senate,1,3259,1,87.0
31,Senate,1,3788,6,99.8
31,Senate,1,3922,6,99.7
31,Senate,1,4001,6,99.9
31,Senate,1,4615,1,74.3
31,Senate,1,4759,1,97.8
31,Senate,1,5032,6,40.9
31,Senate,1,5275,9,76.6
31,Senate,1,5952,6,91.0
31,Senate,1,6053,9,97.1
31,Senate,1,6486,6,99.7
31,Senate,1,6739,1,78.2
31,Senate,1,6961,6,52.0
31,Senate,1,7282,6,76.7
31,Senate,1,7404,6,99.6
31,Senate,1,8121,1,81.4
31,Senate,1,8339,1,86.2
31,Senate,1,8378,6,99.9
31,Senate,1,8470,1,21.3
31,Senate,1,8691,6,99.8
31,Senate,1,8745,1,91.9
31,Senate,1,8818,6,98.9
31,Senate,1,9061,1,44.4
31,Senate,1,9524,1,99.7
31,Senate,1,9558,6,94.0
31,Senate,1,9570,6,99.8
31,Senate,1,9733,6,99.3
31,Senate,1,9743,6,94.9
31,Senate,1,9903,9,99.8
31,Senate,1,10003,1,66.0
31,Senate,1,10462,1,97.9
31,Senate,2,277,1,55.8
31,Senate,2,330,1,99.9
31,Senate,2,391,1,98.6
31,Senate,2,606,9,99.4
31,Senate,2,658,6,36.8
31,Senate,2,669,1,99.5
31,Senate,2,865,9,68.3
31,Senate,2,946,9,43.4
31,Senate,2,1038,9,14.3
31,Senate,2,1334,9,90.8
31,Senate,2,1418,9,82.4
31,Senate,2,1582,9,40.0
31,Senate,2,1672,1,87.0
31,Senate,2,1796,1,99.5
31,Senate,2,1810,9,99.8
31,Senate,2,2048,1,99.7
31,Senate,2,2078,1,99.7
31,Senate,2,2393,1,57.4
31,Senate,2,2394,1,99.1
31,Senate,2,2431,1,99.2
31,Senate,2,2441,1,99.6
31,Senate,2,2569,6,80.4
31,Senate,2,2640,9,12.2
31,Senate,2,2642,9,32.1
31,Senate,2,2692,9,48.7
31,Senate,2,2708,1,64.9
31,Senate,2,3093,9,27.0
31,Senate,2,3192,1,53.6
31,Senate,2,3259,9,63.6
31,Senate,2,3788,1,99.4
31,Senate,2,3922,1,83.4
31,Senate,2,4001,6,18.9
31,Senate,2,4615,1,68.2
31,Senate,2,4759,6,19.1
31,Senate,2,5032,1,28.4
31,Senate,2,5275,9,63.5
31,Senate,2,5952,1,99.3
31,Senate,2,6053,1,80.2
31,Senate,2,6486,1,99.6
31,Senate,2,6739,1,98.4
31,Senate,2,6961,6,64.8
31,Senate,2,7282,1,99.8
31,Senate,2,7404,1,99.5
31,Senate,2,8121,6,27.9
31,Senate,2,8339,9,57.4
31,Senate,2,8378,1,97.8
31,Senate,2,8470,1,72.2
31,Senate,2,8691,1,99.5
