congress,chamber,rollnumber,icpsr,cast_code,prob
68,Senate,1,22,2,
68,Senate,1,273,2,
68,Senate,1,395,1,
68,Senate,1,529,2,
68,Senate,1,858,1,
68,Senate,1,978,1,
68,Senate,1,1070,8,
68,Senate,1,1091,2,
68,Senate,1,1157,2,
68,Senate,1,1312,1,
68,Senate,1,1436,1,
68,Senate,1,1494,1,
68,Senate,1,1498,2,
68,Senate,1,1957,1,
68,Senate,1,2062,2,
68,Senate,1,2095,1,
68,Senate,1,2252,9,
68,Senate,1,2269,1,
68,Senate,1,2302,1,
68,Senate,1,2552,2,
68,Senate,1,2595,2,
68,Senate,1,2844,9,
68,Senate,1,2863,9,
68,Senate,1,2898,1,
68,Senate,1,2983,9,
68,Senate,1,3113,1,
68,Senate,1,3120,2,
68,Senate,1,3124,1,
68,Senate,1,3216,2,
68,Senate,1,3347,8,
68,Senate,1,3536,2,
68,Senate,1,3544,2,
68,Senate,1,3625,2,
68,Senate,1,3676,1,
68,Senate,1,3789,1,
68,Senate,1,3919,1,
68,Senate,1,4092,1,
68,Senate,1,4120,2,
68,Senate,1,4126,2,
68,Senate,1,4280,2,
68,Senate,1,4654,8,
68,Senate,1,4962,1,
68,Senate,1,4980,8,
68,Senate,1,5023,2,
68,Senate,1,5065,1,
68,Senate,1,5172,2,
68,Senate,1,5227,1,
68,Senate,1,5274,2,
68,Senate,1,5393,8,
68,Senate,1,5607,1,
68,Senate,1,5738,1,
68,Senate,1,6109,2,
68,Senate,1,6181,1,
68,Senate,1,6293,2,
68,Senate,1,6313,9,
68,Senate,1,6335,1,
68,Senate,1,6367,1,
68,Senate,1,6750,1,
68,Senate,1,6856,2,
68,Senate,1,6954,1,
68,Senate,1,6960,8,
68,Senate,1,7023,1,
68,Senate,1,7120,2,
68,Senate,1,7133,2,
68,Senate,1,7334,1,
68,Senate,1,7422,1,
68,Senate,1,7473,2,
68,Senate,1,7697,2,
68,Senate,1,7734,2,
68,Senate,1,7782,1,
68,Senate,1,7786,9,
68,Senate,1,7986,2,
68,Senate,1,8446,2,
68,Senate,1,8471,2,
68,Senate,1,8476,8,
68,Senate,1,8487,1,
68,Senate,1,8514,2,
68,Senate,1,8613,9,
68,Senate,1,8713,1,
68,Senate,1,8790,1,
68,Senate,1,8834,1,
68,Senate,1,8838,9,
68,Senate,1,8888,2,
68,Senate,1,8902,1,
68,Senate,1,9106,2,
68,Senate,1,9456,2,
68,Senate,1,9560,2,
68,Senate,1,9705,1,
68,Senate,1,9782,2,
68,Senate,1,9788,2,
68,Senate,1,9842,1,
68,Senate,1,9875,1,
68,Senate,1,9936,1,
68,Senate,1,9984,2,
68,Senate,1,10203,1,
68,Senate,2,22,2,
68,Senate,2,273,2,
68,Senate,2,395,1,
68,Senate,2,529,2,
68,Senate,2,858,1,
68,Senate,2,978,1,
68,Senate,2,1070,8,
68,Senate,2,1091,2,
68,Senate,2,1157,2,
68,Senate,2,1312,1,
68,Senate,2,1436,1,
68,Senate,2,1494,1,
68,Senate,2,1498,2,
68,Senate,2,1957,1,
68,Senate,2,2062,2,
68,Senate,2,2095,1,
68,Senate,2,2252,9,
68,Senate,2,2269,1,
68,Senate,2,2302,1,
68,Senate,2,2552,2,
68,Senate,2,2595,2,
68,Senate,2,2844,9,
68,Senate,2,2863,9,
68,Senate,2,2898,1,
68,Senate,2,2983,9,
68,Senate,2,3113,1,
68,Senate,2,3120,2,
68,Senate,2,3124,1,
68,Senate,2,3216,2,
68,Senate,2,3347,8,
68,Senate,2,3536,2,
68,Senate,2,3544,2,
68,Senate,2,3625,2,
68,Senate,2,3676,1,
68,Senate,2,3789,1,
68,Senate,2,3919,1,
68,Senate,2,4092,1,
68,Senate,2,4120,2,
68,Senate,2,4126,2,
68,Senate,2,4280,2,
68,Senate,2,4654,8,
68,Senate,2,4962,1,
68,Senate,2,4980,8,
68,Senate,2,5023,2,
68,Senate,2,5065,1,
68,Senate,2,5172,2,
68,Senate,2,5227,1,
68,Senate,2,5274,2,
68,Senate,2,5393,8,
68,Senate,2,5607,1,
68,Senate,2,5738,1,
68,Senate,2,6109,2,
68,Senate,2,6181,1,
68,Senate,2,6293,2,
68,Senate,2,6313,9,
68,Senate,2,6335,1,
68,Senate,2,6367,1,
68,Senate,2,6750,1,
68,Senate,2,6856,2,
68,Senate,2,6954,1,
68,Senate,2,6960,8,
68,Senate,2,7023,1,
68,Senate,2,7120,9,
68,Senate,2,7133,2,
68,Senate,2,7334,9,
68,Senate,2,7422,1,
68,Senate,2,7473,2,
68,Senate,2,7697,2,
68,Senate,2,7734,2,
68,Senate,2,7782,1,
68,Senate,2,7786,9,
68,Senate,2,7986,2,
68,Senate,2,8446,2,
68,Senate,2,8471,2,
68,Senate,2,8476,8,
68,Senate,2,8487,1,
68,Senate,2,8514,2,
68,Senate,2,8613,9,
68,Senate,2,8713,1,
68,Senate,2,8790,1,
68,Senate,2,8834,1,
68,Senate,2,8838,9,
68,Senate,2,8888,2,
68,Senate,2,8902,1,
68,Senate,2,9106,2,
68,Senate,2,9456,2,
68,Senate,2,9560,2,
68,Senate,2,9705,1,
68,Senate,2,9782,2,
68,Senate,2,9788,2,
68,Senate,2,9842,9,
68,Senate,2,9875,1,
68,Senate,2,9936,1,
68,Senate,2,9984,2,
68,Senate,2,10203,1,
68,Senate,3,22,2,
68,Senate,3,273,2,
68,Senate,3,395,1,
68,Senate,3,529,2,
68,Senate,3,858,1,
68,Senate,3,978,1,
68,Senate,3,1070,8,
68,Senate,3,1091,2,
68,Senate,3,1157,2,
68,Senate,3,1312,1,
68,Senate,3,1436,1,
68,Senate,3,1494,1,
68,Senate,3,1498,2,
68,Senate,3,1957,1,
68,Senate,3,2062,2,
68,Senate,3,2095,1,
68,Senate,3,2252,9,
68,Senate,3,2269,1,
68,Senate,3,2302,1,
68,Senate,3,2552,2,
68,Senate,3,2595,2,
68,Senate,3,2844,9,
68,Senate,3,2863,9,
68,Senate,3,2898,1,
68,Senate,3,2983,1,
68,Senate,3,3113,1,
68,Senate,3,3120,2,
68,Senate,3,3124,1,
68,Senate,3,3216,2,
68,Senate,3,3347,8,
68,Senate,3,3536,2,
68,Senate,3,3544,2,
68,Senate,3,3625,2,
68,Senate,3,3676,1,
68,Senate,3,3789,1,
68,Senate,3,3919,1,
68,Senate,3,4092,1,
68,Senate,3,4120,2,
68,Senate,3,4126,2,
68,Senate,3,4280,2,
68,Senate,3,4654,8,
68,Senate,3,4962,1,
68,Senate,3,4980,8,
68,Senate,3,5023,2,
68,Senate,3,5065,1,
68,Senate,3,5172,2,
