congress,chamber,rollnumber,icpsr,cast_code,prob
39,Senate,1,212,1,46.1
39,Senate,1,1100,1,57.6
39,Senate,1,1200,9,N/A
39,Senate,1,1642,9,49.5
39,Senate,1,1759,9,45.3
39,Senate,1,1940,9,54.7
39,Senate,1,1997,9,53.7
39,Senate,1,2101,1,56.6
39,Senate,1,2129,9,50.0
39,Senate,1,2173,9,56.5
39,Senate,1,2380,1,64.8
39,Senate,1,2617,1,55.8
39,Senate,1,2668,9,53.8
39,Senate,1,3127,6,49.5
39,Senate,1,3256,6,46.0
39,Senate,1,3310,1,47.5
39,Senate,1,3834,6,43.1
39,Senate,1,3884,1,65.1
39,Senate,1,4077,9,54.7
39,Senate,1,4103,1,54.5
39,Senate,1,4310,6,38.8
39,Senate,1,4319,9,N/A
39,Senate,1,4627,9,53.2
39,Senate,1,4642,9,52.5
39,Senate,1,4987,6,37.7
39,Senate,1,5442,9,59.6
39,Senate,1,5443,6,41.0
39,Senate,1,6222,9,N/A
39,Senate,1,6677,6,54.1
39,Senate,1,6697,6,52.7
39,Senate,1,6880,6,35.1
39,Senate,1,6965,9,N/A
39,Senate,1,6992,1,54.2
39,Senate,1,7518,1,54.7
39,Senate,1,7703,1,55.4
39,Senate,1,7892,1,66.2
39,Senate,1,8223,9,N/A
39,Senate,1,8454,6,48.3
39,Senate,1,8806,1,57.9
39,Senate,1,8948,9,56.6
39,Senate,1,8962,9,N/A
39,Senate,1,9083,1,50.7
39,Senate,1,9492,6,43.1
39,Senate,1,9642,1,58.8
39,Senate,1,9698,6,49.5
39,Senate,1,10129,6,41.3
39,Senate,1,10143,1,51.7
39,Senate,1,10225,1,51.2
39,Senate,1,10400,6,35.6
39,Senate,1,10419,9,57.6
39,Senate,2,212,1,36.3
39,Senate,2,1100,1,81.1
39,Senate,2,1200,1,57.9
39,Senate,2,1642,1,76.7
39,Senate,2,1759,9,33.0
39,Senate,2,1940,6,36.3
39,Senate,2,1997,1,73.5
39,Senate,2,2101,9,45.9
39,Senate,2,2129,1,56.5
39,Senate,2,2173,1,81.0
39,Senate,2,2380,1,74.4
39,Senate,2,2617,6,39.8
39,Senate,2,2668,6,52.9
39,Senate,2,3127,9,50.8
39,Senate,2,3256,1,68.7
39,Senate,2,3310,6,63.6
39,Senate,2,3834,1,70.7
39,Senate,2,3884,1,53.4
39,Senate,2,4077,9,79.2
39,Senate,2,4103,6,43.6
39,Senate,2,4310,9,72.2
39,Senate,2,4319,9,59.1
39,Senate,2,4627,1,81.5
39,Senate,2,4642,9,66.3
39,Senate,2,4987,1,65.0
39,Senate,2,5442,1,79.1
39,Senate,2,5443,6,29.1
39,Senate,2,6222,9,67.7
39,Senate,2,6677,1,35.8
39,Senate,2,6697,9,41.7
39,Senate,2,6880,9,63.2
39,Senate,2,6965,1,65.8
39,Senate,2,6992,1,83.9
39,Senate,2,7518,6,18.6
39,Senate,2,7703,9,82.9
39,Senate,2,7892,1,66.0
39,Senate,2,8223,9,58.0
39,Senate,2,8454,9,55.1
39,Senate,2,8806,1,69.4
39,Senate,2,8948,1,78.5
39,Senate,2,8962,9,54.5
39,Senate,2,9083,1,60.0
39,Senate,2,9492,6,34.1
39,Senate,2,9642,6,36.6
39,Senate,2,9698,1,80.2
