session,trial,person_001,person_002,person_003,person_004,person_005,person_006,person_007,person_008,person_009,person_010,person_011,person_012,person_013,person_014,person_015,person_016,person_017,person_018,person_019
005,2,0.5508474576271186,0.864406779661017,0.8135593220338984,0.847457627118644,0.635593220338983,0.5254237288135594,0.8983050847457628,0.8983050847457628,0.8983050847457628,0.847457627118644,0.8135593220338984,0.847457627118644,0.7542372881355932,0.8813559322033898,0.847457627118644,0.847457627118644,0.8559322033898306,0.8559322033898306,0.8559322033898306
005,3,0.5508474576271186,0.5508474576271186,0.5508474576271186,0.5508474576271186,0.8050847457627118,0.7796610169491526,0.9067796610169492,0.9067796610169492,0.8220338983050848,0.8728813559322034,0.8813559322033898,0.8983050847457628,0.8813559322033898,0.9067796610169492,0.8898305084745762,0.8305084745762712,0.847457627118644,0.9067796610169492,0.847457627118644
005,4,0.5508474576271186,0.4915254237288136,0.3135593220338983,0.9067796610169492,0.9152542372881356,0.9152542372881356,0.6271186440677966,0.8813559322033898,0.9152542372881356,0.9152542372881356,0.8305084745762712,0.9067796610169492,0.8220338983050848,0.8220338983050848,0.9067796610169492,0.8813559322033898,0.9152542372881356,0.9152542372881356,0.9152542372881356
005,5,0.5508474576271186,0.5508474576271186,0.8305084745762712,0.6101694915254238,0.8220338983050848,0.864406779661017,0.8135593220338984,0.8983050847457628,0.923728813559322,0.8728813559322034,0.8050847457627118,0.8983050847457628,0.7372881355932204,0.7372881355932204,0.8389830508474576,0.8135593220338984,0.8728813559322034,0.8728813559322034,0.864406779661017
005,6,0.5508474576271186,0.5508474576271186,0.5508474576271186,0.5508474576271186,0.8728813559322034,0.6101694915254238,0.7372881355932204,0.864406779661017,0.8305084745762712,0.8983050847457628,0.864406779661017,0.923728813559322,0.9152542372881356,0.8220338983050848,0.8813559322033898,0.8813559322033898,0.8813559322033898,0.847457627118644,0.8898305084745762
005,7,0.5508474576271186,0.9152542372881356,0.8389830508474576,0.847457627118644,0.8305084745762712,0.923728813559322,0.5338983050847458,0.8559322033898306,0.7203389830508474,0.8983050847457628,0.9152542372881356,0.9067796610169492,0.8983050847457628,0.8983050847457628,0.8983050847457628,0.9322033898305084,0.8813559322033898,0.9322033898305084,0.9322033898305084
005,8,0.5508474576271186,0.5508474576271186,0.5508474576271186,0.8389830508474576,0.8050847457627118,0.847457627118644,0.8983050847457628,0.8559322033898306,0.8220338983050848,0.923728813559322,0.8983050847457628,0.9152542372881356,0.8983050847457628,0.8983050847457628,0.923728813559322,0.923728813559322,0.8983050847457628,0.8983050847457628,0.8983050847457628
005,9,0.4491525423728814,0.923728813559322,0.923728813559322,0.7542372881355932,0.923728813559322,0.923728813559322,0.9152542372881356,0.9152542372881356,0.8983050847457628,0.9152542372881356,0.923728813559322,0.923728813559322,0.9152542372881356,0.923728813559322,0.8559322033898306,0.9152542372881356,0.9067796610169492,0.8813559322033898,0.8050847457627118
005,10,0.4491525423728814,0.4491525423728814,0.3728813559322034,0.7966101694915254,0.7796610169491526,0.8220338983050848,0.8220338983050848,0.864406779661017,0.8220338983050848,0.8220338983050848,0.8813559322033898,0.8898305084745762,0.8559322033898306,0.8135593220338984,0.9491525423728814,0.940677966101695,0.8728813559322034,0.8898305084745762,0.864406779661017
005,mean,0.5305084745762711,0.6398305084745762,0.6296610169491526,0.7254237288135592,0.7940677966101694,0.7754237288135593,0.7745762711864408,0.855084745762712,0.8364406779661018,0.8822033898305085,0.8677966101694915,0.9008474576271187,0.8601694915254239,0.8601694915254237,0.8915254237288135,0.888135593220339,0.885593220338983,0.8898305084745763,0.8796610169491526
005,std_dev,0.0406779661016949,0.17459478262889053,0.1987843693802683,0.13644857330561855,0.11159765318542887,0.14931857092119422,0.13623787433293955,0.0841888480579041,0.07151357440606707,0.03181071928664993,0.03868716003563839,0.020775679105307233,0.06423371037843117,0.055861537280261,0.034277539688401165,0.04250825831859136,0.023743941908681187,0.024852336099347762,0.037480244724569456
006,1,0.5701754385964912,0.8245614035087719,0.8333333333333334,0.7631578947368421,0.9035087719298246,0.8596491228070176,0.8771929824561403,0.8421052631578947,0.8596491228070176,0.8596491228070176,0.9210526315789473,0.8333333333333334,0.8333333333333334,0.7982456140350878,0.9210526315789473,0.8421052631578947,0.8596491228070176,0.9385964912280702,0.8947368421052632
006,2,0.5701754385964912,0.5701754385964912,0.5701754385964912,0.5701754385964912,0.5701754385964912,0.5701754385964912,0.9035087719298246,0.7807017543859649,0.9035087719298246,0.9035087719298246,0.9035087719298246,0.868421052631579,0.868421052631579,0.9035087719298246,0.868421052631579,0.9035087719298246,0.9035087719298246,0.868421052631579,0.9035087719298246
006,3,0.5701754385964912,0.7719298245614035,0.8070175438596491,0.8333333333333334,0.8421052631578947,0.9035087719298246,0.8421052631578947,0.868421052631579,0.8421052631578947,0.8947368421052632,0.7894736842105263,0.7894736842105263,0.7456140350877193,0.8421052631578947,0.7456140350877193,0.7456140350877193,0.8947368421052632,0.8947368421052632,0.8947368421052632
006,4,0.4298245614035088,0.4298245614035088,0.4298245614035088,0.4298245614035088,0.4298245614035088,0.4298245614035088,0.4298245614035088,0.6491228070175439,0.8333333333333334,0.9210526315789473,0.8859649122807017,0.9298245614035088,0.9298245614035088,0.868421052631579,0.9210526315789473,0.8771929824561403,0.9298245614035088,0.868421052631579,0.9122807017543859
006,5,0.5701754385964912,0.5701754385964912,0.5701754385964912,0.5701754385964912,0.5877192982456141,0.8596491228070176,0.8245614035087719,0.868421052631579,0.9122807017543859,0.7894736842105263,0.868421052631579,0.8596491228070176,0.8596491228070176,0.8596491228070176,0.868421052631579,0.8596491228070176,0.8596491228070176,0.8596491228070176,0.9298245614035088
006,6,0.4298245614035088,0.6666666666666666,0.8070175438596491,0.868421052631579,0.868421052631579,0.7105263157894737,0.9122807017543859,0.8947368421052632,0.868421052631579,0.9210526315789473,0.8421052631578947,0.8421052631578947,0.9122807017543859,0.8070175438596491,0.868421052631579,0.868421052631579,0.7807017543859649,0.7807017543859649,0.7807017543859649
006,7,0.5701754385964912,0.5701754385964912,0.5701754385964912,0.45614035087719296,0.7631578947368421,0.8771929824561403,0.9122807017543859,0.8157894736842105,0.8771929824561403,0.9122807017543859,0.868421052631579,0.8859649122807017,0.8859649122807017,0.8596491228070176,0.9122807017543859,0.9035087719298246,0.8859649122807017,0.9035087719298246,0.8771929824561403
006,8,0.5701754385964912,0.5701754385964912,0.2894736842105263,0.9035087719298246,0.8333333333333334,0.8947368421052632,0.9035087719298246,0.7894736842105263,0.868421052631579,0.8333333333333334,0.7719298245614035,0.868421052631579,0.868421052631579,0.9035087719298246,0.9035087719298246,0.8947368421052632,0.9035087719298246,0.8947368421052632,0.9035087719298246
006,9,0.4298245614035088,0.9035087719298246,0.8421052631578947,0.8421052631578947,0.8070175438596491,0.6754385964912281,0.8771929824561403,0.9035087719298246,0.8947368421052632,0.868421052631579,0.9210526315789473,0.868421052631579,0.8771929824561403,0.9210526315789473,0.9122807017543859,0.9298245614035088,0.9122807017543859,0.8859649122807017,0.8859649122807017
006,10,0.5701754385964912,0.8070175438596491,0.7456140350877193,0.8070175438596491,0.8333333333333334,0.9122807017543859,0.8771929824561403,0.8070175438596491,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8421052631578947,0.8070175438596491,0.8070175438596491,0.9210526315789473,0.8070175438596491,0.868421052631579,0.8947368421052632,0.868421052631579
006,mean,0.5280701754385965,0.6684210526315789,0.6464912280701754,0.7043859649122808,0.7438596491228069,0.7692982456140351,0.8359649122807017,0.8219298245614036,0.8692982456140351,0.8736842105263157,0.8605263157894738,0.8587719298245613,0.8587719298245615,0.8570175438596491,0.8842105263157896,0.8631578947368421,0.8798245614035087,0.8789473684210527,0.8850877192982456
006,std_dev,0.06431685185902933,0.1432163623295337,0.18066981492556672,0.1700510487690161,0.14973044416387277,0.15789717347047774,0.13819896354228306,0.07039986044643265,0.0267364046563652,0.04228761681822437,0.04891088371737071,0.034746144421646245,0.050306845469963744,0.041525615363314484,0.05096785630292613,0.05132890820465894,0.039629322800268485,0.03899317679104013,0.03852665132631185
007,1,0.6517857142857143,0.6517857142857143,0.6517857142857143,0.6517857142857143,0.6517857142857143,0.6517857142857143,0.6517857142857143,0.9196428571428571,0.6160714285714286,0.9196428571428571,0.8571428571428571,0.9017857142857143,0.9196428571428571,0.9196428571428571,0.9196428571428571,0.9196428571428571,0.9196428571428571,0.9196428571428571,0.9196428571428571
007,2,0.6517857142857143,0.7589285714285714,0.9107142857142857,0.7946428571428571,0.6339285714285714,0.8035714285714286,0.8125,0.8214285714285714,0.8303571428571429,0.7232142857142857,0.9107142857142857,0.9196428571428571,0.8214285714285714,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9196428571428571,0.9196428571428571,0.8839285714285714
007,3,0.3482142857142857,0.7142857142857143,0.7589285714285714,0.8392857142857143,0.8928571428571429,0.7142857142857143,0.7589285714285714,0.8571428571428571,0.8928571428571429,0.8928571428571429,0.7589285714285714,0.8928571428571429,0.8660714285714286,0.8571428571428571,0.9196428571428571,0.8928571428571429,0.9196428571428571,0.8660714285714286,0.9017857142857143
007,4,0.6517857142857143,0.6696428571428571,0.9196428571428571,0.8928571428571429,0.8035714285714286,0.8392857142857143,0.7321428571428571,0.9196428571428571,0.8214285714285714,0.8928571428571429,0.8035714285714286,0.9017857142857143,0.9017857142857143,0.9017857142857143,0.8928571428571429,0.9017857142857143,0.8392857142857143,0.8392857142857143,0.9017857142857143
007,5,0.3482142857142857,0.8839285714285714,0.8928571428571429,0.7589285714285714,0.8839285714285714,0.8035714285714286,0.9017857142857143,0.7767857142857143,0.9196428571428571,0.9196428571428571,0.9196428571428571,0.8839285714285714,0.7321428571428571,0.7321428571428571,0.7321428571428571,0.9464285714285714,0.7857142857142857,0.9375,0.9107142857142857
007,6,0.3482142857142857,0.11607142857142858,0.30357142857142855,0.6428571428571429,0.5357142857142857,0.7142857142857143,0.6607142857142857,0.7857142857142857,0.6964285714285714,0.8125,0.8839285714285714,0.8214285714285714,0.9196428571428571,0.9107142857142857,0.9017857142857143,0.8839285714285714,0.8928571428571429,0.9464285714285714,0.9285714285714286
007,7,0.6517857142857143,0.6517857142857143,0.7946428571428571,0.6964285714285714,0.9107142857142857,0.8035714285714286,0.6964285714285714,0.7857142857142857,0.9196428571428571,0.7321428571428571,0.7589285714285714,0.8839285714285714,0.8839285714285714,0.8839285714285714,0.9107142857142857,0.8035714285714286,0.8839285714285714,0.9107142857142857,0.9196428571428571
