congress,chamber,rollnumber,icpsr,cast_code,prob
21,House,1,87,9,100.0
21,House,1,125,9,100.0
21,House,1,148,1,93.5
21,House,1,171,9,53.1
21,House,1,206,1,90.8
21,House,1,225,1,99.2
21,House,1,236,9,44.6
21,House,1,239,6,97.8
21,House,1,344,6,100.0
21,House,1,418,6,98.0
21,House,1,421,9,97.3
21,House,1,424,9,99.9
21,House,1,457,1,100.0
21,House,1,467,9,10.5
21,House,1,493,6,88.5
21,House,1,513,6,99.4
21,House,1,532,1,76.6
21,House,1,578,6,96.5
21,House,1,606,1,84.0
21,House,1,767,1,99.8
21,House,1,769,1,89.9
21,House,1,814,6,67.2
21,House,1,852,9,46.7
21,House,1,867,9,16.7
21,House,1,880,9,100.0
21,House,1,1058,1,62.8
21,House,1,1105,1,66.7
21,House,1,1186,6,31.4
21,House,1,1256,6,99.1
21,House,1,1358,6,99.8
21,House,1,1394,1,11.0
21,House,1,1431,1,81.6
21,House,1,1456,1,99.9
21,House,1,1543,1,100.0
21,House,1,1637,1,63.0
21,House,1,1693,9,98.1
21,House,1,1696,1,77.7
21,House,1,1738,1,100.0
21,House,1,1768,9,75.4
21,House,1,1809,1,99.9
21,House,1,1916,1,100.0
21,House,1,1933,6,85.0
21,House,1,1972,6,66.9
21,House,1,2002,1,100.0
21,House,1,2054,6,92.1
21,House,1,2092,6,54.6
21,House,1,2109,6,91.1
21,House,1,2133,6,74.5
21,House,1,2135,1,77.8
21,House,1,2145,6,94.0
21,House,1,2163,6,98.6
21,House,1,2172,6,71.6
21,House,1,2184,1,95.8
21,House,1,2187,1,81.3
21,House,1,2213,6,99.7
21,House,1,2323,6,23.6
21,House,1,2361,1,99.9
21,House,1,2394,6,98.1
21,House,1,2417,1,99.9
21,House,1,2454,1,93.6
21,House,1,2528,1,100.0
21,House,1,2545,6,79.8
21,House,1,2574,6,97.4
21,House,1,2637,9,92.5
21,House,1,2674,1,37.9
21,House,1,2721,1,94.8
21,House,1,2741,1,93.8
21,House,1,2760,6,45.0
21,House,1,2797,6,94.9
21,House,1,2817,6,80.6
21,House,1,2938,6,98.6
21,House,1,3007,6,99.0
21,House,1,3014,6,99.9
21,House,1,3026,6,98.1
21,House,1,3027,6,97.7
21,House,1,3141,9,100.0
21,House,1,3143,1,43.6
21,House,1,3166,6,
21,House,1,3269,6,98.3
21,House,1,3292,6,75.9
21,House,1,3316,1,100.0
21,House,1,3384,1,60.8
21,House,1,3428,1,100.0
21,House,1,3617,6,69.8
21,House,1,3671,1,82.3
21,House,1,3707,6,86.6
21,House,1,3778,9,28.1
21,House,1,3812,6,99.4
21,House,1,3880,6,34.9
21,House,1,3956,1,100.0
21,House,1,3970,9,66.8
21,House,1,4016,1,94.5
21,House,1,4163,1,57.4
21,House,1,4215,6,100.0
21,House,1,4238,1,100.0
21,House,1,4298,6,95.2
21,House,1,4444,1,98.9
21,House,1,4480,6,98.8
21,House,1,4492,6,61.0
21,House,1,4623,9,39.2
21,House,1,4667,1,79.3
21,House,1,4706,6,97.0
21,House,1,4746,1,9.9
21,House,1,4768,6,99.3
21,House,1,4795,6,87.7
21,House,1,4809,6,99.3
21,House,1,4819,6,93.0
21,House,1,4828,6,99.9
21,House,1,4830,1,96.2
21,House,1,4896,9,96.1
21,House,1,4926,1,62.6
21,House,1,4937,6,92.1
21,House,1,4945,1,99.9
21,House,1,4988,6,25.7
21,House,1,5168,6,98.4
21,House,1,5191,6,94.4
21,House,1,5248,6,91.8
21,House,1,5252,6,99.2
21,House,1,5268,6,90.2
21,House,1,5413,1,100.0
21,House,1,5534,1,100.0
21,House,1,5551,1,88.2
21,House,1,5599,9,0.0
21,House,1,5608,1,80.1
21,House,1,5622,6,58.5
21,House,1,5635,1,100.0
21,House,1,5837,9,99.0
21,House,1,5863,9,55.9
21,House,1,5907,6,87.9
21,House,1,5937,6,97.5
21,House,1,5989,6,99.7
21,House,1,6042,1,99.9
21,House,1,6044,6,99.3
21,House,1,6097,6,78.7
21,House,1,6099,6,82.0
21,House,1,6189,9,99.9
21,House,1,6199,6,99.9
21,House,1,6232,1,99.5
21,House,1,6277,1,73.6
21,House,1,6415,9,63.2
21,House,1,6479,1,48.4
21,House,1,6558,9,60.7
21,House,1,6591,9,39.4
21,House,1,6783,1,6.5
21,House,1,6905,9,53.0
21,House,1,6966,9,2.9
21,House,1,6984,1,100.0
21,House,1,7127,6,15.8
21,House,1,7281,6,100.0
21,House,1,7381,1,85.7
21,House,1,7443,6,99.5
21,House,1,7507,1,99.9
21,House,1,7558,1,99.9
21,House,1,7579,6,91.4
21,House,1,7706,6,70.2
21,House,1,7720,6,97.7
21,House,1,7789,6,99.8
21,House,1,7822,9,0.1
21,House,1,7881,6,99.4
21,House,1,7913,1,55.5
21,House,1,7935,9,100.0
21,House,1,8062,9,N/A
21,House,1,8142,6,76.1
21,House,1,8303,6,99.6
21,House,1,8359,1,44.8
21,House,1,8441,1,69.8
21,House,1,8447,1,95.9
21,House,1,8469,1,25.3
21,House,1,8509,6,99.5
21,House,1,8681,9,21.4
21,House,1,8715,1,98.7
21,House,1,8777,1,98.7
21,House,1,8781,9,99.7
21,House,1,8789,6,21.6
21,House,1,8809,6,25.5
21,House,1,8831,6,53.3
21,House,1,8832,1,98.6
21,House,1,8890,6,91.0
21,House,1,8897,1,39.8
21,House,1,8919,9,95.4
21,House,1,8997,9,96.6
21,House,1,8998,6,98.3
21,House,1,9029,9,98.9
21,House,1,9095,6,99.2
21,House,1,9101,6,97.7
21,House,1,9124,1,4.2
21,House,1,9167,9,13.1
21,House,1,9222,6,84.7
21,House,1,9266,1,23.6
21,House,1,9343,1,100.0
21,House,1,9351,6,91.1
21,House,1,9450,6,98.0
21,House,1,9466,9,100.0
21,House,1,9500,1,99.8
21,House,1,9597,6,84.8
21,House,1,9649,6,98.2
21,House,1,9663,1,82.5
21,House,1,9679,6,94.5
21,House,1,9856,9,77.6
21,House,1,9887,1,97.6
21,House,1,9910,1,77.7
21,House,1,10012,1,80.5
21,House,1,10018,6,78.4
21,House,1,10078,6,98.0
21,House,1,10088,1,93.2
21,House,1,10105,1,98.4
21,House,1,10170,9,18.6
21,House,1,10216,9,56.1
21,House,1,10271,9,47.0
21,House,1,10410,6,30.4
21,House,1,10438,9,99.4
21,House,1,99875,9,81.2
21,House,2,87,9,98.9
