congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
83,President,99901,99,0,USA,200,0,0,"EISENHOWER, Dwight David",,1890,1969.0,0.281,-0.864,-3.961,0.884,32,1,,,
83,House,195,41,3,AL,100,0,1,"ANDREWS, George William",A000206,1906,1971.0,-0.03,1.0,-52.67931,0.637,117,23,,-0.131,0.991
83,House,520,41,9,AL,100,0,1,"BATTLE, Laurie Calvin",B000242,1912,2000.0,-0.187,0.837,-29.41019,0.75,102,13,,-0.223,0.946
83,House,937,41,1,AL,100,0,1,"BOYKIN, Frank William",B000725,1885,1969.0,-0.105,0.849,-59.9938,0.535,96,29,,-0.019,0.337
83,House,2909,41,7,AL,100,0,1,"ELLIOTT, Carl Atwood",E000120,1913,1999.0,-0.381,0.905,-51.66306,0.633,113,21,,-0.264,0.313
83,House,3754,41,2,AL,100,0,1,"GRANT, George McInvale",G000381,1897,1982.0,-0.117,0.993,-34.62507,0.724,107,13,,-0.13,0.991
83,House,5058,41,8,AL,100,0,1,"JONES, Robert Emmett, Jr.",J000248,1912,1997.0,-0.358,0.866,-32.16018,0.761,118,14,,-0.385,0.7
83,House,7695,41,5,AL,100,0,1,"RAINS, Albert McKinley",R000018,1902,1991.0,-0.342,0.934,-31.80448,0.751,111,11,,-0.304,0.638
83,House,7954,41,4,AL,100,0,1,"ROBERTS, Kenneth Allison",R000314,1912,1989.0,-0.282,0.895,-34.64742,0.71,101,22,,-0.282,0.531
83,House,8353,41,6,AL,100,0,1,"SELDEN, Armistead Inge, Jr.",S000232,1921,1985.0,-0.073,0.852,-37.10269,0.734,120,16,,-0.149,0.891
83,House,7234,61,2,AZ,100,0,1,"PATTEN, Harold Ambrose",P000107,1907,1969.0,-0.099,0.406,-77.80837,0.456,99,47,,-0.21,0.892
83,House,7845,61,1,AZ,200,0,1,"RHODES, John Jacob",R000188,1916,2003.0,0.225,-0.033,-42.19884,0.697,117,13,,0.297,-0.285
83,House,3506,42,1,AR,100,0,1,"GATHINGS, Ezekiel Candler",G000098,1903,1979.0,0.012,0.978,-55.72863,0.611,113,34,,0.009,0.581
83,House,4110,42,4,AR,100,0,1,"HARRIS, Oren",H000249,1903,1997.0,-0.179,0.949,-38.51289,0.661,93,15,,-0.07,0.856
83,House,4244,42,5,AR,100,0,1,"HAYS, Lawrence Brooks",H000405,1898,1981.0,-0.269,0.688,-49.05668,0.653,115,27,,-0.157,0.315
83,House,6532,42,2,AR,100,0,1,"MILLS, Wilbur Daigh",M000778,1909,1992.0,-0.237,0.894,-58.95803,0.607,118,32,,-0.14,0.99
83,House,6958,42,6,AR,100,0,1,"NORRELL, William Frank",N000137,1896,1961.0,-0.038,0.994,-42.15341,0.7,118,17,,0.052,0.999
