congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
20,President,99874,99,0,USA,22,0,0,"ADAMS, John Quincy",A000041,1767.0,1848.0,0.396,-0.147,-0.58728,0.959,14,0,,,
20,House,6289,41,2,AL,555,0,1,"McKEE, John",M000495,1771.0,1832.0,-0.28,0.621,-61.81662,0.715,184,27,,-0.208,0.662
20,House,6632,41,1,AL,555,0,1,"MOORE, Gabriel",M000898,1785.0,1845.0,-0.108,-0.157,-121.24173,0.521,186,70,,-0.212,0.977
20,House,7130,41,3,AL,555,0,1,"OWEN, George Washington",O000150,1796.0,1837.0,-0.239,0.473,-74.79474,0.663,182,36,,-0.157,0.655
20,House,385,1,98,CT,22,0,1,"BALDWIN, John",B000090,1772.0,1850.0,0.12,-0.993,-72.17266,0.691,195,32,,0.223,-0.873
20,House,418,1,98,CT,22,0,1,"BARBER, Noyes",B000125,1781.0,1844.0,0.307,0.057,-89.58968,0.624,190,47,,0.099,-0.555
20,House,4809,1,98,CT,22,0,1,"INGERSOLL, Ralph Isaacs",I000020,1789.0,1872.0,0.339,-0.076,-60.45848,0.755,215,31,,0.388,0.104
20,House,6438,1,98,CT,22,0,1,"MERWIN, Orange",M000665,1777.0,1853.0,0.349,-0.034,-55.79842,0.755,199,21,,0.414,-0.028
20,House,7399,1,98,CT,22,0,1,"PHELPS, Elisha",P000294,1779.0,1847.0,0.27,0.055,-66.19562,0.658,158,28,,0.231,-0.335
20,House,7475,1,98,CT,22,0,1,"PLANT, David",P000375,1783.0,1851.0,0.31,-0.457,-51.43855,0.785,213,26,,0.316,-0.371
20,House,4937,11,98,DE,22,0,1,"JOHNS, Kensey, Jr.",J000112,1791.0,1857.0,0.381,0.393,-77.61054,0.685,205,30,,0.281,-0.089
20,House,3233,44,7,GA,555,0,1,"FLOYD, John",F000220,1769.0,1839.0,-0.587,0.367,-42.59471,0.826,223,18,,-0.586,0.387
20,House,3287,44,2,GA,555,5,1,"FORSYTH, John",F000284,1780.0,1841.0,-0.313,-0.116,,,,,,,
20,House,3291,44,6,GA,555,0,1,"FORT, Tomlinson",F000289,1787.0,1859.0,-0.018,0.401,-111.23979,0.573,200,58,,-0.024,0.367
