congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
8,President,99871,99,0,USA,13,,,"JEFFERSON, Thomas",,1743.0,1826.0,0.018,0.516,,,,,,,
8,House,392,1,98,CT,1,0,1,"BALDWIN, Simeon",B000097,1761.0,1851.0,0.68,0.177,-18.08269,0.846,108,7,,0.676,0.123
8,House,2316,1,98,CT,1,0,1,"DANA, Samuel Whittlesey",D000024,1760.0,1830.0,0.776,-0.182,-18.11652,0.83,97,4,,0.714,-0.547
8,House,2357,1,98,CT,1,0,1,"DAVENPORT, John",D000075,1752.0,1830.0,0.728,-0.304,-14.64497,0.883,118,4,,0.77,-0.23
8,House,3639,1,98,CT,1,0,1,"GODDARD, Calvin",G000248,1768.0,1842.0,0.775,0.352,-6.1171,0.902,59,2,,0.781,-0.286
8,House,3846,1,98,CT,1,0,1,"GRISWOLD, Roger",G000488,1762.0,1812.0,0.776,0.631,-12.63278,0.887,105,5,,0.769,-0.178
8,House,8651,1,98,CT,1,0,1,"SMITH, John Cotton",S000570,1765.0,1845.0,0.684,-0.248,-9.19028,0.906,93,1,,0.728,-0.105
8,House,9169,1,98,CT,1,0,1,"TALLMADGE, Benjamin",T000029,1754.0,1835.0,0.647,-0.338,-4.96819,0.902,48,1,,0.601,-0.195
8,House,8013,11,1,DE,13,0,1,"RODNEY, Caesar Augustus",R000377,1772.0,1824.0,-0.143,0.039,-35.81734,0.635,79,19,,-0.031,-0.636
8,House,1174,44,98,GA,13,0,1,"BRYAN, Joseph",B000989,1773.0,1812.0,-0.168,-0.986,-26.12391,0.766,98,7,,-0.181,-0.983
8,House,2819,44,98,GA,13,0,1,"EARLY, Peter",E000014,1773.0,1817.0,0.039,-0.018,-51.74269,0.605,103,28,,0.027,0.009
8,House,4012,44,98,GA,13,0,1,"HAMMOND, Samuel",H000133,1757.0,1842.0,-0.115,-0.062,-27.89998,0.689,75,13,,-0.116,-0.054
8,House,6422,44,98,GA,13,0,1,"MERIWETHER, David",M000649,1755.0,1822.0,-0.217,-0.976,-36.89372,0.73,117,20,,-0.304,-0.888
8,House,571,51,6,KY,13,0,1,"BEDINGER, George Michael",B000301,1756.0,1843.0,-0.207,-0.48,-47.73446,0.674,121,25,,-0.199,-0.15
8,House,941,51,2,KY,13,0,1,"BOYLE, John",B000729,1774.0,1835.0,-0.098,0.139,-35.91524,0.693,98,21,,-0.156,0.78
8,House,3324,51,5,KY,13,0,1,"FOWLER, John",F000322,1755.0,1840.0,-0.041,0.413,-37.75119,0.624,80,21,,-0.004,0.946
8,House,5867,51,1,KY,13,0,1,"LYON, Matthew",L000545,1749.0,1822.0,0.115,-0.324,-68.77619,0.496,98,39,,0.03,0.406
8,House,8203,51,4,KY,13,0,1,"SANDFORD, Thomas",S000041,1762.0,1808.0,-0.247,-0.586,-36.2888,0.741,121,17,,-0.203,-0.631
8,House,9798,51,3,KY,13,0,1,"WALTON, Matthew",W000116,,1819.0,-0.066,0.288,-43.08327,0.626,92,23,,-0.052,0.144
8,House,222,52,6,MD,13,0,1,"ARCHER, John",A000272,1741.0,1810.0,-0.059,-0.136,-45.71138,0.608,92,23,,-0.067,-0.332
8,House,911,52,2,MD,13,0,1,"BOWIE, Walter",B000697,1748.0,1810.0,-0.008,-0.568,-16.44024,0.67,41,10,,-0.112,-0.281
8,House,1455,52,1,MD,1,0,1,"CAMPBELL, John",C000091,1765.0,1828.0,0.425,-0.572,-34.493,0.69,93,19,,0.351,-0.372
8,House,2501,52,8,MD,1,0,1,"DENNIS, John",D000243,1771.0,1806.0,0.541,-0.48,-11.12466,0.793,48,6,,0.563,-0.449
8,House,4390,52,4,MD,13,1,1,"HIESTER, Daniel",H000570,1747.0,1804.0,0.08,-0.079,,,,,,-0.109,-0.061
8,House,6198,52,5,MD,13,0,1,"McCREERY, William",M000387,1750.0,1814.0,0.02,0.156,-47.48432,0.633,104,22,,0.02,0.086
8,House,6643,52,5,MD,13,0,1,"MOORE, Nicholas Ruxton",M000909,1756.0,1816.0,-0.14,0.247,-36.581,0.728,115,17,,-0.249,-0.155
8,House,6871,52,4,MD,13,2,2,"NELSON, Roger",N000041,1759.0,1815.0,-0.123,0.095,,,,,,-0.194,-0.981
8,House,6925,52,7,MD,13,0,1,"NICHOLSON, Joseph Hopper",N000100,1770.0,1817.0,-0.058,-0.226,-39.54986,0.662,96,18,,-0.132,-0.079
8,House,7478,52,3,MD,1,0,1,"PLATER, Thomas",P000378,1769.0,1830.0,0.589,-0.257,-11.87427,0.892,104,4,,0.717,-0.153
8,House,733,3,9,MA,13,0,1,"BISHOP, Phanuel",B000488,1739.0,1812.0,-0.035,0.472,-30.94186,0.607,62,11,,0.047,0.371
8,House,1156,3,17,MA,1,5,1,"BRUCE, Phineas",B000970,1762.0,1809.0,,,,,,,,,
8,House,2214,3,2,MA,13,0,1,"CROWNINSHIELD, Jacob",C000947,1770.0,1808.0,0.019,0.936,-43.95111,0.702,124,18,,-0.021,0.784
8,House,2287,3,3,MA,1,0,1,"CUTLER, Manasseh",C001026,1742.0,1823.0,0.774,0.141,-14.63474,0.86,97,5,,0.867,0.379
8,House,2294,3,14,MA,13,0,1,"CUTTS, Richard",C001033,1771.0,1845.0,0.031,0.793,-34.5529,0.717,104,17,,-0.029,0.883
8,House,2801,3,5,MA,1,0,1,"DWIGHT, Thomas",D000583,1758.0,1819.0,0.816,0.111,-12.92735,0.895,117,3,,0.809,0.086
8,House,3001,3,1,MA,13,0,1,"EUSTIS, William",E000230,1753.0,1825.0,0.159,0.046,-32.01906,0.667,79,14,,0.174,0.412
8,House,4181,3,10,MA,1,0,1,"HASTINGS, Seth",H000331,1762.0,1831.0,0.539,-0.163,-25.35521,0.792,109,12,,0.557,0.084
8,House,5477,3,12,MA,13,2,2,"LARNED, Simon",L000097,1753.0,1817.0,-0.015,1.0,-13.08668,0.681,34,4,,-0.013,1.0
8,House,6571,3,7,MA,1,0,1,"MITCHELL, Nahum",M000824,1769.0,1853.0,0.491,0.1,-22.72536,0.819,114,10,,0.479,0.029
8,House,8338,3,13,MA,13,0,1,"SEAVER, Ebenezer",S000215,1763.0,1844.0,-0.2,0.516,-43.13586,0.678,111,18,,-0.123,0.241
8,House,8563,3,12,MA,13,1,1,"SKINNER, Thomson Joseph",S000471,1752.0,1809.0,-0.051,0.917,-32.03687,0.633,70,19,,0.077,0.997
8,House,8865,3,11,MA,1,0,1,"STEDMAN, William",S000828,1765.0,1831.0,0.621,-0.497,-14.99303,0.877,114,4,,0.737,-0.161
8,House,9154,3,6,MA,1,0,1,"TAGGART, Samuel",T000012,1754.0,1825.0,0.615,-0.297,-19.75893,0.814,96,8,,0.556,0.108
8,House,9271,3,16,MA,1,0,1,"THATCHER, Samuel",T000143,1776.0,1872.0,0.625,0.337,-11.85799,0.885,97,4,,0.699,0.016
8,House,9650,3,4,MA,13,0,1,"VARNUM, Joseph Bradley",V000074,1751.0,1821.0,-0.068,0.063,-74.42407,0.543,122,47,,-0.05,0.977
8,House,9707,3,15,MA,1,0,1,"WADSWORTH, Peleg",W000014,1748.0,1829.0,0.655,-0.178,-23.4335,0.785,97,14,,0.7,-0.55
8,House,10169,3,8,MA,1,0,1,"WILLIAMS, Lemuel",W000526,1747.0,1828.0,0.728,0.502,-9.79085,0.9,93,3,,0.748,0.564
8,House,679,4,98,NH,1,0,1,"BETTON, Silas",B000425,1768.0,1822.0,0.716,-0.574,-18.75577,0.841,108,7,,0.752,0.301
8,House,1732,4,98,NH,1,0,1,"CLAGETT, Clifton",C000399,1762.0,1829.0,0.466,-0.676,-35.65285,0.729,113,18,,0.517,0.014
8,House,4600,4,98,NH,1,0,1,"HOUGH, David",H000811,1753.0,1831.0,0.6,-0.218,-22.94391,0.785,95,13,,0.963,-0.237
8,House,4748,4,98,NH,1,0,1,"HUNT, Samuel",H000976,1765.0,1807.0,0.507,-0.204,-13.82115,0.83,74,5,,0.47,-0.08
8,House,9257,4,98,NH,1,0,1,"TENNEY, Samuel",T000127,1748.0,1816.0,0.564,-0.273,-26.65003,0.808,125,12,,0.549,0.035
8,House,927,12,98,NJ,13,0,1,"BOYD, Adam",B000714,1746.0,1835.0,-0.02,-0.024,-53.78423,0.561,93,29,,0.003,-0.051
8,House,2942,12,98,NJ,13,0,1,"ELMER, Ebenezer",E000154,1752.0,1843.0,0.082,0.579,-45.73528,0.618,95,22,,0.049,0.929
8,House,4293,12,98,NJ,13,0,1,"HELMS, William",H000464,,1813.0,0.085,0.389,-30.83454,0.582,57,15,,0.146,0.594
8,House,6760,12,98,NJ,13,0,1,"MOTT, James",M001039,1739.0,1823.0,0.134,0.97,-33.74393,0.541,55,22,,0.228,0.974
8,House,8581,12,98,NJ,13,0,1,"SLOAN, James",S000493,,1811.0,0.042,0.045,-70.00441,0.493,99,41,,-0.211,0.02
8,House,8748,12,98,NJ,13,0,1,"SOUTHARD, Henry",S000685,1747.0,1842.0,0.027,0.474,-52.0929,0.561,90,24,,-0.059,0.394
8,House,1849,13,3,NY,13,2,2,"CLINTON, George",C000526,1771.0,1809.0,0.163,0.235,,,,,,-0.511,-0.044
8,House,3840,13,15,NY,1,0,1,"GRISWOLD, Gaylord",G000482,1767.0,1809.0,0.998,0.056,-23.54513,0.822,120,14,,0.999,-0.043
8,House,4169,13,7,NY,13,0,2,"HASBROUCK, Josiah",H000314,1755.0,1821.0,-0.02,0.037,-41.48136,0.681,108,18,,-0.282,0.363
8,House,5716,13,8,NY,1,0,1,"LIVINGSTON, Henry Walter",L000367,1768.0,1810.0,0.504,-0.4,-23.68634,0.8,106,10,,0.484,-0.122
8,House,6172,13,5,NY,13,0,1,"McCORD, Andrew",M000359,1754.0,1808.0,-0.412,0.075,-29.66945,0.792,127,14,,-0.401,0.121
8,House,6577,13,3,NY,13,1,1,"MITCHILL, Samuel Latham",M000831,1764.0,1831.0,0.089,0.362,-48.56323,0.621,102,24,,-0.004,1.0
8,House,7173,13,11,NY,13,0,1,"PALMER, Beriah",P000036,1740.0,1812.0,-0.681,0.732,-31.328,0.744,106,14,,-0.617,0.787
8,House,7230,13,16,NY,13,0,1,"PATERSON, John",P000101,1744.0,1808.0,-0.14,0.521,-18.05962,0.751,63,11,,-0.141,0.565
8,House,7403,13,17,NY,13,0,1,"PHELPS, Oliver",P000298,1749.0,1809.0,-0.023,0.941,-11.10525,0.714,33,3,,-0.021,0.909
8,House,7907,13,1,NY,13,2,2,"RIKER, Samuel",R000257,1743.0,1823.0,0.025,0.045,-14.85803,0.619,31,7,,-0.111,-0.205
8,House,8056,13,14,NY,13,0,1,"ROOT, Erastus",R000431,1773.0,1846.0,-0.007,0.519,-45.80792,0.662,111,27,,-0.043,0.999
8,House,8187,13,13,NY,13,0,1,"SAMMONS, Thomas",S000023,1762.0,1838.0,0.012,-0.167,-53.28672,0.624,113,25,,-0.185,-0.242
8,House,8206,13,2,NY,1,0,1,"SANDS, Joshua",S000046,1757.0,1835.0,0.468,0.181,-10.45809,0.706,30,6,,0.531,-0.04
8,House,8647,13,1,NY,13,1,1,"SMITH, John",S000566,1752.0,1816.0,-0.047,-0.062,-56.92669,0.62,119,30,,0.079,0.81
8,House,9290,13,12,NY,13,0,1,"THOMAS, David",T000163,1762.0,1831.0,-0.01,0.848,-34.86987,0.703,99,15,,-0.052,0.925
8,House,9376,13,10,NY,1,0,1,"TIBBITS, George",T000262,1763.0,1849.0,0.901,-0.434,-10.78291,0.845,64,6,,0.857,-0.516
8,House,9602,13,4,NY,13,0,1,"VAN CORTLANDT, Philip",V000022,1749.0,1831.0,0.047,-0.305,-29.14218,0.63,63,13,,0.019,0.253
8,House,9630,13,9,NY,1,0,1,"VAN RENSSELAER, Killian Killian",V000054,1763.0,1845.0,0.707,-0.339,-16.65916,0.798,74,6,,0.669,-0.297
8,House,9662,13,6,NY,13,0,2,"VERPLANCK, Daniel Crommelin",V000088,1762.0,1834.0,0.057,-0.036,-33.88761,0.616,70,15,,0.104,0.536
8,House,88,47,10,NC,13,0,1,"ALEXANDER, Nathaniel",A000100,1756.0,1808.0,0.084,0.191,-29.93462,0.656,71,15,,0.083,0.218
8,House,148,47,2,NC,13,0,1,"ALSTON, Willis",A000167,1769.0,1837.0,-0.13,0.525,-66.32348,0.581,122,30,,0.031,0.266
8,House,754,47,4,NC,13,0,1,"BLACKLEDGE, William",B000511,,1828.0,-0.11,0.066,-69.78367,0.562,121,37,,0.018,-0.23
8,House,3594,47,5,NC,13,0,1,"GILLESPIE, James",G000196,1747.0,1805.0,-0.105,0.346,-26.96904,0.748,93,7,,-0.192,0.016
8,House,4519,47,11,NC,13,0,1,"HOLLAND, James",H000718,1754.0,1823.0,-0.243,0.409,-47.34885,0.658,113,23,,-0.203,0.514
8,House,5186,47,3,NC,13,0,1,"KENNEDY, William",K000116,1768.0,1834.0,-0.08,-0.175,-59.91218,0.614,123,32,,0.004,-0.307
8,House,5895,47,6,NC,13,0,1,"MACON, Nathaniel",M000034,1757.0,1837.0,-0.33,-0.944,,,,,,-0.227,-0.108
8,House,7658,47,7,NC,1,0,1,"PURVIANCE, Samuel Dinsmore",P000577,1774.0,1806.0,0.344,-0.801,-28.63482,0.683,75,16,,0.339,-0.722
8,House,8837,47,8,NC,13,0,1,"STANFORD, Richard",S000794,1767.0,1816.0,-0.155,-0.988,-49.74054,0.674,126,26,,-0.145,-0.908
8,House,10171,47,9,NC,13,0,1,"WILLIAMS, Marmaduke",W000529,1774.0,1850.0,0.031,-0.016,-73.01564,0.55,122,42,,0.118,-0.187
8,House,10280,47,12,NC,13,0,1,"WINSTON, Joseph",W000642,1746.0,1815.0,-0.111,-0.052,-52.98918,0.645,121,23,,-0.049,-0.351
8,House,10407,47,1,NC,13,0,1,"WYNNS, Thomas",W000786,1764.0,1825.0,-0.052,0.041,-37.38514,0.657,89,20,,-0.021,-0.12
8,House,6728,24,1,OH,13,0,1,"MORROW, Jeremiah",M001003,1771.0,1852.0,0.033,0.346,-48.03248,0.656,114,24,,-0.095,0.774
8,House,169,14,3,PA,13,0,1,"ANDERSON, Isaac",A000191,1760.0,1838.0,-0.308,0.428,-35.20902,0.742,118,15,,-0.33,0.599
8,House,429,14,4,PA,13,0,1,"BARD, David",B000137,1744.0,1815.0,-0.381,0.202,-34.43111,0.739,114,12,,-0.318,0.313
8,House,1132,14,2,PA,13,0,1,"BROWN, Robert",B000942,1744.0,1823.0,-0.257,0.354,-34.44507,0.761,126,16,,-0.309,0.089
8,House,1814,14,1,PA,13,0,1,"CLAY, Joseph",C000486,1769.0,1811.0,-0.195,-0.438,-44.89974,0.677,115,24,,-0.164,-0.718
8,House,2005,14,2,PA,13,0,1,"CONRAD, Frederick",C000704,1759.0,1827.0,-0.341,0.822,-36.62258,0.731,117,20,,-0.359,0.569
8,House,3147,14,8,PA,13,0,1,"FINDLEY, William",F000124,1742.0,1821.0,-0.026,0.483,-52.95856,0.655,125,29,,-0.103,0.678
8,House,3805,14,5,PA,13,0,1,"GREGG, Andrew",G000442,1755.0,1835.0,-0.024,0.203,-49.80827,0.628,107,30,,-0.187,0.808
8,House,4037,14,4,PA,13,0,1,"HANNA, John Andre",H000161,1762.0,1805.0,0.005,0.109,-42.74984,0.638,95,23,,-0.172,0.431
8,House,4394,14,3,PA,13,0,1,"HIESTER, Joseph",H000574,1752.0,1832.0,-0.035,0.16,-45.58785,0.609,92,29,,-0.264,-0.413
8,House,4498,14,10,PA,13,2,2,"HOGE, John",H000695,1760.0,1824.0,,,,,,,,0.243,-0.226
8,House,4502,14,10,PA,13,1,1,"HOGE, William",H000699,1762.0,1814.0,0.074,-0.995,-42.30267,0.577,77,29,,0.061,-0.998
8,House,5594,14,1,PA,13,0,1,"LEIB, Michael",L000229,1760.0,1822.0,-0.058,0.093,-55.67534,0.638,124,31,,-0.359,-0.355
8,House,5822,14,11,PA,13,0,1,"LUCAS, John Baptiste Charles",L000492,1758.0,1842.0,-0.092,0.013,-38.11218,0.678,98,18,,-0.093,0.035
8,House,7760,14,7,PA,13,0,1,"REA, John",R000089,1755.0,1829.0,-0.237,-0.138,-28.35535,0.791,121,12,,-0.459,-0.062
8,House,7867,14,1,PA,13,0,1,"RICHARDS, Jacob",R000212,1773.0,1816.0,-0.232,-0.114,-41.6633,0.685,110,28,,-0.334,-0.23
8,House,8596,14,9,PA,13,0,1,"SMILIE, John",S000508,1741.0,1812.0,-0.155,0.367,-48.09679,0.681,125,25,,-0.179,0.745
8,House,8938,14,6,PA,13,0,1,"STEWART, John",S000912,,1820.0,-0.161,0.044,-42.14719,0.686,112,19,,-0.271,0.148
8,House,9621,14,2,PA,13,0,1,"VAN HORNE, Isaac",V000045,1754.0,1834.0,-0.185,0.076,-31.50555,0.736,103,17,,-0.201,0.038
8,House,10054,14,3,PA,13,0,1,"WHITEHILL, John",W000403,1729.0,1815.0,-0.377,0.926,-25.4886,0.736,83,12,,-0.44,0.898
8,House,5338,5,98,RI,13,0,1,"KNIGHT, Nehemiah",K000286,1746.0,1808.0,-0.081,0.827,-30.98669,0.76,113,10,,-0.126,0.81
8,House,8845,5,98,RI,13,0,1,"STANTON, Joseph, Jr.",S000805,1739.0,1807.0,-0.091,0.736,-42.89725,0.704,122,23,,-0.058,0.517
8,House,1354,48,2,SC,13,0,1,"BUTLER, William",B001194,1759.0,1821.0,-0.263,-0.22,-33.41752,0.73,106,15,,-0.202,0.138
8,House,1575,48,6,SC,13,0,1,"CASEY, Levi",C000226,1752.0,1807.0,-0.235,-0.588,-28.16723,0.783,115,17,,-0.252,-0.397
8,House,2814,48,8,SC,13,0,1,"EARLE, John Baylis",E000008,1766.0,1836.0,-0.054,-0.999,-39.67548,0.708,115,19,,-0.05,-0.942
8,House,4019,48,4,SC,13,0,1,"HAMPTON, Wade",H000140,1752.0,1835.0,-0.083,0.997,-11.95318,0.62,25,8,,0.066,0.998
8,House,4694,48,3,SC,1,0,1,"HUGER, Benjamin",H000915,1768.0,1823.0,0.396,-0.19,-36.44083,0.716,109,15,,0.406,-0.06
8,House,5814,48,1,SC,1,0,1,"LOWNDES, Thomas",L000482,1766.0,1843.0,0.498,0.032,-14.35854,0.834,79,5,,0.511,0.504
8,House,6653,48,7,SC,13,0,1,"MOORE, Thomas",M000919,1759.0,1822.0,-0.254,-0.356,-37.93704,0.684,100,23,,-0.148,-0.861
8,House,10275,48,5,SC,13,0,1,"WINN, Richard",W000637,1750.0,1818.0,-0.189,0.181,-44.00274,0.691,119,20,,-0.132,0.009
8,House,1448,54,98,TN,13,0,1,"CAMPBELL, George Washington",C000083,1769.0,1848.0,-0.278,0.206,-46.91286,0.539,76,22,,0.007,-0.085
8,House,2583,54,98,TN,13,0,1,"DICKSON, William",D000333,1770.0,1816.0,0.029,0.146,-42.42755,0.651,99,21,,0.013,0.266
8,House,7838,54,98,TN,13,0,1,"RHEA, John",R000181,1753.0,1832.0,-0.23,0.144,-43.8977,0.683,115,23,,-0.176,-0.26
8,House,1625,6,3,VT,1,0,1,"CHAMBERLAIN, William",C000280,1755.0,1828.0,0.617,-0.3,-24.85731,0.801,112,10,,0.563,-0.189
8,House,1708,6,4,VT,1,0,1,"CHITTENDEN, Martin",C000372,1763.0,1840.0,0.483,-0.62,-34.03675,0.748,117,15,,0.484,-0.597
8,House,2911,6,2,VT,1,0,1,"ELLIOT, James",E000122,1775.0,1839.0,0.272,-0.163,-62.53265,0.606,125,30,,0.265,0.131
8,House,7055,6,1,VT,13,0,1,"OLIN, Gideon",O000067,1743.0,1823.0,-0.252,0.597,-47.46086,0.686,126,24,,-0.222,0.409
8,House,1739,40,17,VA,13,0,1,"CLAIBORNE, Thomas",C000406,1749.0,1812.0,-0.111,0.08,-38.83188,0.696,107,20,,-0.095,-0.213
8,House,1756,40,13,VA,13,2,2,"CLARK, Christopher Henderson",C000424,1767.0,1828.0,-0.17,-0.985,-8.49269,0.712,25,5,,-0.188,-0.829
