congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
85,President,99901,99,0,USA,200,0,0,"EISENHOWER, Dwight David",,1890,1969.0,0.281,-0.864,-69.92549,0.74,232,31,,,
85,House,195,41,3,AL,100,0,1,"ANDREWS, George William",A000206,1906,1971.0,-0.03,1.0,-62.33305,0.693,170,28,,-0.076,0.997
85,House,937,41,1,AL,100,0,1,"BOYKIN, Frank William",B000725,1885,1969.0,-0.105,0.849,-41.02689,0.728,129,21,,-0.195,0.955
85,House,2909,41,7,AL,100,0,1,"ELLIOTT, Carl Atwood",E000120,1913,1999.0,-0.381,0.905,-52.0753,0.728,164,22,,-0.336,0.725
85,House,3754,41,2,AL,100,0,1,"GRANT, George McInvale",G000381,1897,1982.0,-0.117,0.993,-50.21739,0.706,144,20,,-0.063,0.998
85,House,4686,41,9,AL,100,0,1,"HUDDLESTON, George Jr.",H000904,1920,1971.0,-0.115,0.833,-62.83155,0.694,172,31,,-0.206,0.697
85,House,5058,41,8,AL,100,0,1,"JONES, Robert Emmett, Jr.",J000248,1912,1997.0,-0.358,0.866,-47.25854,0.759,171,21,,-0.364,0.776
85,House,7695,41,5,AL,100,0,1,"RAINS, Albert McKinley",R000018,1902,1991.0,-0.342,0.934,-49.60862,0.71,145,23,,-0.356,0.781
85,House,7954,41,4,AL,100,0,1,"ROBERTS, Kenneth Allison",R000314,1912,1989.0,-0.282,0.895,-57.63322,0.701,162,24,,-0.248,0.636
85,House,8353,41,6,AL,100,0,1,"SELDEN, Armistead Inge, Jr.",S000232,1921,1985.0,-0.073,0.852,-66.14695,0.681,172,30,,-0.15,0.768
85,House,7845,61,1,AZ,200,0,1,"RHODES, John Jacob",R000188,1916,2003.0,0.225,-0.033,-81.45991,0.609,164,45,,0.201,-0.081
85,House,9549,61,2,AZ,100,0,1,"UDALL, Stewart Lee",U000002,1920,2010.0,-0.389,-0.046,-36.63655,0.791,156,16,,-0.414,-0.133
85,House,3506,42,1,AR,100,0,1,"GATHINGS, Ezekiel Candler",G000098,1903,1979.0,0.012,0.978,-79.56476,0.623,168,39,,-0.05,0.675
85,House,4110,42,4,AR,100,0,1,"HARRIS, Oren",H000249,1903,1997.0,-0.179,0.949,-55.45512,0.719,168,26,,-0.213,0.861
85,House,4244,42,5,AR,100,0,1,"HAYS, Lawrence Brooks",H000405,1898,1981.0,-0.269,0.688,-52.4174,0.698,146,24,,-0.247,0.543
85,House,6532,42,2,AR,100,0,1,"MILLS, Wilbur Daigh",M000778,1909,1992.0,-0.237,0.894,-66.40701,0.678,171,30,,-0.179,0.863
85,House,6958,42,6,AR,100,0,1,"NORRELL, William Frank",N000137,1896,1961.0,-0.038,0.994,-84.89454,0.601,167,43,,-0.144,0.902
85,House,9473,42,3,AR,100,0,1,"TRIMBLE, James William",T000373,1894,1972.0,-0.397,0.91,-45.66109,0.756,163,15,,-0.358,0.774
85,House,116,71,7,CA,200,0,1,"ALLEN, John Joseph, Jr.",A000133,1899,1995.0,0.2,-0.39,-60.04213,0.675,153,26,,0.154,-0.476
85,House,387,71,6,CA,200,0,1,"BALDWIN, John Finley, Jr.",B000092,1915,1966.0,0.055,-0.315,-69.60704,0.667,172,31,,0.014,-0.312
85,House,2713,71,23,CA,100,0,1,"DOYLE, Clyde Gilman",D000481,1887,1963.0,-0.368,0.134,-25.09147,0.849,153,8,,-0.351,0.124
85,House,2965,71,2,CA,100,0,1,"ENGLE, Clair",E000181,1911,1964.0,-0.219,0.096,-40.38153,0.765,151,16,,-0.404,0.277
85,House,3867,71,10,CA,200,0,1,"GUBSER, Charles Samuel",G000512,1916,2011.0,0.205,-0.178,-59.02662,0.685,156,28,,0.159,-0.331
85,House,3901,71,14,CA,100,0,1,"HAGEN, Harlan Francis",H000013,1914,1990.0,-0.269,0.13,-48.35543,0.752,170,24,,-0.392,-0.086
85,House,4388,71,21,CA,200,0,1,"HIESTAND, Edgar Willard",H000568,1888,1970.0,0.49,-0.143,-40.56481,0.775,159,12,,0.523,-0.01
85,House,4437,71,25,CA,200,0,1,"HILLINGS, Patrick Jerome",H000623,1923,1994.0,0.253,-0.418,-48.09756,0.676,123,22,,0.193,-0.361
