congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
28,President,99878,99,0,USA,29,,,"TYLER, John",T000450,1790.0,1862.0,0.251,-0.968,,,,,,,
28,House,619,41,2,AL,100,0,1,"BELSER, James Edwin",B000354,1805.0,1859.0,-0.481,0.877,-157.01542,0.613,321,87,,-0.541,0.841
28,House,1658,41,6,AL,100,0,1,"CHAPMAN, Reuben",C000316,1799.0,1882.0,-0.571,0.289,-122.9826,0.769,468,56,,-0.69,0.255
28,House,2485,41,1,AL,29,0,1,"DELLET, James",D000221,1788.0,1848.0,-0.219,0.926,-139.86462,0.712,411,56,,-0.271,0.963
28,House,4610,41,5,AL,100,0,1,"HOUSTON, George Smith",H000822,1811.0,1879.0,-0.6,-0.141,-105.31196,0.82,532,40,,-0.541,-0.285
28,House,5635,41,3,AL,100,1,1,"LEWIS, Dixon Hall",L000278,1802.0,1848.0,-0.623,0.782,-123.14858,0.714,366,63,,-0.622,0.704
28,House,6168,41,7,AL,100,0,1,"McCONNELL, Felix Grundy",M000356,1809.0,1846.0,-0.518,0.114,-152.4728,0.724,472,74,,-0.495,0.049
28,House,7274,41,4,AL,100,0,1,"PAYNE, William Winter",P000154,1807.0,1874.0,-0.635,0.298,-159.01846,0.721,487,80,,-0.638,0.297
28,House,10411,41,3,AL,100,2,2,"YANCEY, William Lowndes",Y000003,1814.0,1863.0,-0.642,0.766,-36.7903,0.714,109,19,,-0.559,0.475
28,House,2197,42,1,AR,100,0,1,"CROSS, Edward",C000930,1798.0,1887.0,-0.28,0.003,-179.07876,0.62,375,90,,-0.459,0.456
28,House,1599,1,3,CT,100,0,1,"CATLIN, George Smith",C000251,1808.0,1851.0,0.032,-0.667,-217.76896,0.613,445,112,,0.074,-0.8
28,House,8387,1,1,CT,100,0,1,"SEYMOUR, Thomas Hart",S000271,1807.0,1868.0,-0.097,-0.795,-195.00351,0.674,495,100,,-0.095,-0.805
