congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
9,President,99871,99,0,USA,13,0,0,"JEFFERSON, Thomas",,1743.0,1826.0,0.018,0.516,-5.19373,0.831,28,1,,,
9,House,2316,1,98,CT,1,0,1,"DANA, Samuel Whittlesey",D000024,1760.0,1830.0,0.776,-0.182,-31.88532,0.776,126,18,,0.873,-0.266
9,House,2357,1,98,CT,1,0,1,"DAVENPORT, John",D000075,1752.0,1830.0,0.728,-0.304,-36.83846,0.76,134,19,,0.781,-0.167
9,House,2800,1,98,CT,1,2,2,"DWIGHT, Theodore",D000582,1764.0,1846.0,,,,,,,,0.566,-0.392
9,House,6746,1,98,CT,1,0,1,"MOSELEY, Jonathan Ogden",M001023,1762.0,1838.0,0.63,-0.429,-24.87872,0.821,126,10,,0.663,-0.315
9,House,7469,1,98,CT,1,0,1,"PITKIN, Timothy",P000368,1766.0,1847.0,0.637,-0.415,-32.03689,0.799,143,14,,0.683,-0.299
9,House,8651,1,98,CT,1,1,1,"SMITH, John Cotton",S000570,1765.0,1845.0,0.684,-0.248,-22.93696,0.733,74,11,,0.591,-0.23
9,House,9063,1,98,CT,1,0,1,"STURGES, Lewis Burr",S001048,1763.0,1844.0,0.599,-0.446,-17.32768,0.825,90,6,,0.616,-0.425
9,House,9169,1,98,CT,1,0,1,"TALLMADGE, Benjamin",T000029,1754.0,1835.0,0.647,-0.338,-34.71471,0.782,141,15,,0.696,-0.317
9,House,1085,11,1,DE,1,0,1,"BROOM, James Madison",B000888,1776.0,1850.0,0.616,-0.249,-13.53697,0.826,71,5,,0.622,-0.268
9,House,686,44,98,GA,13,3,2,"BIBB, William Wyatt",B000434,1781.0,1820.0,-0.373,-0.565,-11.10257,0.699,31,6,,-0.212,-0.806
